ID,Cer d16:1/16:0,Cer d16:1/18:0,Cer d16:1/20:0,Cer d16:1/22:0,Cer d16:1/23:0,Cer d16:1/24:0,Cer d16:1/24:1,Cer d16:1/25:1,Cer d16:1/26:0,Cer d16:1/26:1,Cer d18:0/16:0,Cer d18:0/18:0,Cer d18:0/20:0,Cer d18:0/22:0,Cer d18:0/22:1,Cer d18:0/23:0,Cer d18:0/24:0,Cer d18:0/24:1,Cer d18:0/25:0,Cer d18:0/26:0,Cer d18:1/14:0,Cer d18:1/16:0,Cer d18:1/18:0,Cer d18:1/20:0,Cer d18:1/22:0,Cer d18:1/23:0,Cer d18:1/23:1,Cer d18:1/24:0,Cer d18:1/24:1,Cer d18:1/25:0,Cer d18:1/25:1,Cer d18:1/26:0,Cer d18:1/26:1,Cer d18:2/14:0,Cer d18:2/16:0,Cer d18:2/18:0,Cer d18:2/20:0,Cer d18:2/22:0,Cer d18:2/23:0,Cer d18:2/24:0,Cer d18:2/24:1,Cer d18:2/25:0,Cer d18:2/25:1,Cer d18:2/26:0,Cer d18:2/26:1,Hex2Cer d16:1/16:0,Hex2Cer d18:1/14:0,Hex2Cer d18:1/16:0,Hex2Cer d18:1/18:0,Hex2Cer d18:1/20:0,Hex2Cer d18:1/22:0,Hex2Cer d18:1/23:0,Hex2Cer d18:1/24:0,Hex2Cer d18:1/24:1,Hex2Cer d18:2/16:0,Hex2Cer d18:2/24:1,GM3 d16:1/14:0,GM3 d16:1/16:0,GM3 d16:1/18:0,GM3 d16:1/20:0,GM3 d16:1/22:0,GM3 d16:1/24:0,GM3 d18:1/14:0,GM3 d18:1/16:0,GM3 d18:1/18:0,GM3 d18:1/20:0,GM3 d18:1/22:0,GM3 d18:1/24:0,GM3 d18:1/24:1,GM3 d18:2/16:0,GM3 d18:2/18:0,GM3 d18:2/24:0,Hex1Cer d16:1/16:0,Hex1Cer d16:1/20:0,Hex1Cer d16:1/22:0,Hex1Cer d16:1/23:0,Hex1Cer d16:1/24:0,Hex1Cer d16:1/24:1,Hex1Cer d18:0/16:0,Hex1Cer d18:0/16:1,Hex1Cer d18:0/22:0,Hex1Cer d18:0/23:0,Hex1Cer d18:0/24:0,Hex1Cer d18:0/24:1,Hex1Cer d18:1/14:0,Hex1Cer d18:1/16:0,Hex1Cer d18:1/18:0,Hex1Cer d18:1/20:0,Hex1Cer d18:1/22:0,Hex1Cer d18:1/23:0,Hex1Cer d18:1/23:1,Hex1Cer d18:1/24:0,Hex1Cer d18:1/24:1,Hex1Cer d18:1/25:0,Hex1Cer d18:1/25:1,Hex1Cer d18:1/26:0,Hex1Cer d18:1/26:1,Hex1Cer d18:2/16:0,Hex1Cer d18:2/20:0,Hex1Cer d18:2/22:0,Hex1Cer d18:2/23:0,Hex1Cer d18:2/24:0,Hex1Cer d18:2/24:1,Hex1Cer d18:2/25:0,SM d16:1/16:0,SM d16:1/18:0,SM d16:1/20:0,SM d16:1/22:0,SM d16:1/23:0,SM d16:1/24:0,SM d16:1/24:1,SM d18:0/16:0,SM d18:1/12:0,SM d18:1/14:0,SM d18:1/16:0,SM d18:1/18:0,SM d18:1/20:0,SM d18:1/22:0,SM d18:1/22:1,SM d18:1/23:0,SM d18:1/23:1,SM d18:1/24:0,SM d18:1/24:1,SM d18:2/14:0,SM d18:2/16:0,SM d18:2/18:0,SM d18:2/20:0,SM d18:2/22:0,SM d18:2/23:0,SM d18:2/24:0,SM d18:2/24:1,Sph d18:0,Sph d18:1
S128,0.00120306,0.001484871,0.005101429,0.022514562,0.011506784,0.042365044,0.009777696,0.000194479,0.000485465,9.71E-05,0.000868896,0.003057972,0.005255131,0.015084135,0.004682245,0.007206778,0.027781033,0.011766153,0.000604576,0.000172171,0.000313762,0.041985023,0.014209612,0.017175223,0.154840648,0.122825481,0.000717511,0.678178053,0.174810416,0.022681139,0.003272672,0.006239941,0.002402394,0.000366388,0.003248097,0.00337665,0.004283731,0.0247729,0.019364924,0.122622464,0.025154731,0.004219952,0.00054246,0.001201003,0.000381127,0.005377836,0.001931337,0.138128515,0.001431079,0.001167211,0.00300126,0.000922196,0.010363272,0.011213454,0.010495568,0.003339316,0.000226234,0.001585547,0.016908222,0.000531721,0.001209213,0.004123784,0.001585547,0.016908222,0.007846068,0.001209213,0.004123784,0.004728183,0.003596326,0.001767727,0.002197528,0.003596326,0.002304546,0.002183128,0.009738177,0.002729712,0.013370103,0.002622865,0.00092109,0.002003912,0.002677028,0.001941035,0.005166853,0.002621606,0.000663156,0.07254549,0.006212242,0.016822388,0.230073715,0.059339152,0.000596757,0.352925572,0.130486613,0.004715809,0.000917197,0.001650341,0.000811814,0.003562946,0.002575404,0.015548053,0.006437234,0.036929502,0.009082921,0.000920487,1.371271974,0.921252107,0.596473106,2.008926351,0.21019916,0.745308989,0.85702587,0.505079566,0.020732889,0.435551863,27.80922408,2.214726675,2.435344803,5.713240343,0.159745068,1.946685962,0.092245524,4.587718426,7.751219928,0.146047242,4.113249867,1.143499822,0.470608041,2.4875648,0.569099636,3.273460612,2.666156278,0.013756106,0.033871782
S129,0.000824448,0.002923582,0.004168343,0.010979405,0.00594258,0.026503984,0.007420872,0.000224462,0.00055607,0.000239855,0.000735997,0.001084516,0.002950507,0.007512141,0.003826665,0.004066095,0.012844383,0.004553892,0.000799603,0.000175127,0.000302603,0.047321387,0.022692414,0.026460702,0.174888395,0.156210281,0.001569042,0.6328784,0.21121311,0.037693945,0.005445234,0.006832353,0.003108713,0.000589332,0.004928322,0.004088642,0.002992331,0.026352644,0.021521919,0.117368138,0.033879108,0.006260482,0.000826476,0.0013651,0.000675062,0.007926917,0.003818434,0.219367052,0.003315248,0.001532533,0.012941678,0.002875285,0.016615411,0.03403899,0.017955059,0.01030065,0.000416151,0.002715991,0.031516102,0.000706271,0.001960718,0.00535939,0.002715991,0.031516102,0.010926042,0.001960718,0.00535939,0.007237028,0.006598458,0.003163834,0.002825422,0.006598458,0.004222846,0.003461712,0.01364625,0.004776657,0.009916649,0.007326005,0.002603805,0.002969061,0.003806273,0.002841444,0.0064837,0.005556122,0.001049249,0.150148431,0.015581983,0.02376648,0.233111541,0.155403937,0.001600865,0.404651787,0.350324458,0.008169918,0.003359162,0.002101106,0.002378931,0.006171291,0.005050643,0.028198803,0.01584243,0.066059854,0.030645487,0.00151906,1.866127254,1.207859596,0.565233575,1.089163697,0.574851147,0.734213375,1.536101601,0.506863675,0.032029548,0.791025555,28.10846784,4.596661041,2.295618407,6.388890994,0.266847827,4.02038298,0.1800246,5.606596569,8.697787176,0.255781057,7.556483291,2.011063985,0.681629596,2.991468821,1.351753479,3.404907082,5.457660935,0.024400792,0.050222994
S130,0.001689053,0.003821413,0.007426574,0.023340003,0.007388816,0.046809042,0.021140329,0.000245202,0.000345703,0.00027044,0.001001754,0.001503847,0.009019038,0.008987248,0.006905158,0.003554291,0.015330676,0.005628769,0.000407081,0.000106662,0.000529855,0.042769437,0.035162174,0.057089256,0.195033873,0.113601382,0.00114925,0.580907925,0.200459644,0.021399039,0.003540203,0.004702281,0.002823609,0.000251753,0.001749172,0.003031573,0.002395581,0.015452495,0.008886765,0.039048102,0.017497435,0.00172188,0.000248905,0.000377586,0.00028059,0.009209888,0.003844517,0.229577846,0.003320809,0.002431655,0.01742755,0.004112338,0.027136713,0.034453505,0.011182346,0.001803497,0.000656691,0.003058474,0.027175237,0.000775436,0.0022677,0.006284705,0.003058474,0.027175237,0.011103943,0.0022677,0.006284705,0.008531659,0.002407628,0.001521537,0.001197936,0.002407628,0.004179378,0.003756472,0.020649239,0.004086403,0.031299307,0.005746198,0.003970884,0.008322223,0.006369139,0.002640764,0.008838029,0.004995097,0.001450023,0.16102015,0.016969735,0.035234082,0.384762924,0.123762755,0.002096065,0.565817707,0.270729412,0.007301251,0.002382727,0.002958955,0.002603005,0.004489907,0.002403059,0.020342265,0.007835001,0.030333862,0.010712442,0.000112115,1.63843481,1.167343585,0.582031088,1.132342983,0.336650904,0.476763933,1.096785522,0.563913027,0.058368434,0.599922628,29.85364828,3.059539848,2.388477107,5.035704173,0.251659522,1.738246027,0.080977719,4.343563345,9.43221798,0.075421374,2.013295877,1.265558415,0.327017743,1.102863308,0.211581612,1.0507317,1.456293779,0.068165099,0.19108602
S131,0.001504003,0.001934959,0.005279761,0.022666699,0.008846108,0.048077145,0.014101264,0.00046294,0.000647502,0.000318433,0.000790634,0.001676681,0.009158629,0.010662747,0.006075916,0.007211817,0.017336502,0.009130932,0.000634728,0.000162128,0.000478393,0.047789197,0.012751058,0.025991972,0.161519074,0.177673239,0.001865283,0.627811287,0.247177667,0.030218804,0.009271312,0.005705507,0.003632754,0.000646814,0.006879115,0.003630926,0.0040977,0.036135294,0.031167568,0.117354166,0.047820016,0.005877819,0.001429513,0.001385256,0.00073795,0.007113721,0.004839579,0.164007419,0.004192818,0.002203067,0.009989867,0.001633192,0.019252543,0.027599265,0.014335341,0.006438365,0.000900757,0.002137171,0.037584833,0.00067157,0.001145013,0.002552547,0.002137171,0.037584833,0.012289037,0.001145013,0.002552547,0.006563171,0.003759076,0.003400106,0.002289889,0.003759076,0.003642381,0.003479322,0.01509992,0.003712531,0.015668174,0.008691839,0.00141594,0.004692983,0.004935599,0.002827988,0.009820895,0.007667386,0.001853574,0.114572277,0.016407167,0.045521801,0.345354456,0.141467473,0.002481411,0.498585896,0.486956996,0.009131748,0.004338009,0.002336422,0.002861163,0.007205014,0.006786802,0.030068152,0.025450551,0.078202738,0.046303473,0.002233644,2.464099004,0.889322652,0.398952393,1.452767685,0.630573268,0.705511946,1.241695265,0.640115459,0.122597801,1.194253735,39.7218286,3.253864355,1.637539013,4.833931526,0.345509743,2.543365809,0.218741326,3.738554317,9.379393512,0.287176036,9.210455785,1.860978162,0.627543901,2.635010222,1.048102001,3.97081187,6.323351048,0.012404862,0.017787466
S132,0.001286808,0.002314925,0.006564429,0.018831283,0.016624579,0.064400638,0.014224771,0.000399918,0.00058226,0.000265305,0.00088953,0.0013098,0.003119431,0.01228521,0.00208455,0.007133712,0.021354616,0.007102719,0.000815303,0.000175928,0.000431568,0.044002889,0.023585298,0.033467847,0.209189597,0.264861516,0.001637306,0.880742881,0.181008151,0.036417425,0.006678192,0.005726416,0.002351678,0.000346815,0.003575872,0.002522263,0.004386406,0.035901343,0.036657546,0.112321597,0.029611071,0.005148387,0.000746171,0.001304478,0.000404445,0.008900104,0.00366446,0.212184874,0.005165291,0.003113068,0.017119284,0.003639437,0.037682096,0.02883926,0.015931799,0.00484099,0.00109852,0.002562001,0.039093452,0.002364298,0.002776988,0.00427059,0.002562001,0.039093452,0.010532662,0.002776988,0.00427059,0.015660997,0.005900708,0.003513701,0.00201954,0.005900708,0.003982746,0.002739861,0.014461526,0.009822618,0.017458606,0.004589864,0.002413025,0.004266283,0.004828051,0.002985349,0.005542769,0.003580855,0.001164973,0.092502431,0.011774022,0.022708104,0.241819636,0.105683312,0.001532173,0.401495075,0.225931607,0.009694736,0.002391643,0.002297071,0.001501577,0.008581523,0.003673421,0.024615853,0.013258507,0.047030065,0.030331474,0.001724615,3.479011781,1.050388512,0.767084455,1.845184497,0.946003557,1.092998357,1.30906809,0.684054021,0.079145726,1.17906797,38.48762749,3.399987449,2.724751259,6.663662287,0.242146242,3.43012041,0.170421669,8.447550381,11.42164787,0.218982493,7.162081646,1.757381214,0.550683792,4.196400371,1.671771979,3.360928777,3.775713032,0.014234253,0.048903742
S133,0.0015182,0.002319419,0.006188319,0.020936673,0.013462112,0.051669576,0.010608201,0.000173608,0.000472779,0.000252788,0.000764732,0.001250317,0.006695429,0.010008724,0.006743516,0.004605782,0.016193335,0.004921803,0.000408085,9.97E-05,0.000854974,0.036951539,0.016537903,0.028935837,0.256835988,0.143109852,0.000907235,0.721205857,0.158758465,0.023546647,0.003929458,0.005569641,0.001887327,0.000556102,0.002910975,0.00239263,0.002238476,0.033617651,0.018940964,0.102996382,0.024652291,0.003294644,0.000551939,0.000756849,0.000174465,0.00807893,0.003449465,0.182678068,0.003002343,0.00268146,0.013921591,0.002548184,0.021699251,0.026501306,0.010512662,0.002414032,0.000959408,0.003269823,0.020749966,0.001235866,0.002129731,0.004931605,0.003269823,0.020749966,0.008637346,0.002129731,0.004931605,0.010417238,0.001919997,0.002239009,0.002062724,0.001919997,0.00330366,0.004018379,0.016643782,0.003746303,0.013989362,0.005207933,0.00206583,0.006232546,0.003940636,0.001508211,0.006206499,0.005927815,0.001631424,0.146282781,0.016337002,0.027157335,0.244881641,0.123985126,0.001804645,0.38976618,0.333340983,0.005909792,0.001014099,0.001806047,0.001920547,0.003486562,0.004029875,0.032228779,0.006032802,0.045030093,0.016833883,0.001203266,1.631438876,1.075203743,0.624693469,1.605010746,0.407334886,1.120420149,0.852442806,0.511464883,0.059114921,0.738744535,30.80519997,2.523478333,1.669130391,6.730190365,0.168473165,2.886737219,0.00942177,5.896106649,9.125909519,0.11382257,4.583290332,1.607323959,0.364064757,2.705423124,0.822349282,2.742287812,2.330427107,0.010932899,0.020690645
S134,0.001414806,0.002884027,0.00732992,0.019765911,0.008049785,0.030169796,0.010694094,0.000173385,0.000410295,0.000217406,0.000996653,0.001581902,0.005512238,0.014030849,0.005196215,0.005206917,0.015778173,0.00799776,0.000637109,0.000182333,0.00045303,0.042988574,0.016537752,0.024832236,0.219940829,0.15822843,0.001648403,0.581022166,0.248947184,0.025348152,0.00608616,0.004419607,0.001794005,0.000303409,0.003585765,0.002277247,0.004191301,0.02875112,0.023675905,0.081715424,0.030356462,0.003081075,0.000451108,0.000825244,0.000293591,0.009704157,0.002822883,0.208907082,0.002214078,0.001501044,0.008879787,0.002075142,0.016011799,0.016532707,0.016935853,0.002921437,0.000373379,0.002234495,0.031280391,0.000701911,0.003387918,0.002589021,0.002234495,0.031280391,0.007750151,0.003387918,0.002589021,0.002831811,0.00473503,0.002584545,0.001186633,0.00473503,0.003905592,0.005604721,0.018766731,0.008560692,0.017880186,0.007244758,0.0017699,0.004092905,0.003830162,0.003877473,0.008760147,0.004431083,0.001030175,0.148496344,0.020470439,0.04426428,0.382326332,0.16060721,0.002568116,0.546860868,0.290358383,0.012293164,0.002365588,0.002167938,0.002445214,0.006634544,0.005778067,0.037494182,0.01490582,0.073169391,0.022831251,0.001313285,1.397018746,0.880342231,0.443154019,1.206144668,0.266717602,0.355387047,0.912601106,0.45228468,0.031945706,0.424269925,29.35964633,3.127295042,1.565468521,4.443567088,0.170509133,1.604927646,0.085695491,2.373659571,8.976241022,0.087834147,3.518325976,1.237499773,0.333621969,2.351798016,0.54709051,1.575810055,2.956674677,0.026536155,0.070397658
S135,0.001246352,0.004085763,0.008229005,0.026826019,0.012677081,0.050483968,0.0129993,0.000392991,0.000464126,0.000287098,0.000609869,0.002625618,0.009772404,0.012029786,0.00857116,0.006785209,0.014502169,0.004928391,0.000635723,0.000135668,0.00049125,0.034168916,0.020883659,0.032132623,0.202268063,0.191816289,0.001670295,0.568049182,0.150911129,0.025974906,0.006386012,0.005263606,0.000968506,0.0005522,0.002511537,0.003134561,0.006280708,0.027778618,0.023434508,0.104342089,0.023051848,0.004686477,0.001376862,0.001011329,0.000308399,0.010850422,0.004193513,0.182988184,0.002643873,0.001414883,0.007572333,0.004322869,0.012942697,0.021349153,0.015798498,0.003753229,0.001722827,0.003379651,0.026952978,0.000627793,0.001285162,0.002243189,0.003379651,0.026952978,0.011796126,0.001285162,0.002243189,0.007672932,0.003151513,0.002490837,0.002726326,0.003151513,0.005323144,0.005136966,0.031410033,0.006873115,0.017577484,0.004946588,0.001190224,0.003672865,0.003344491,0.001782031,0.004398452,0.002607852,0.001723054,0.082398657,0.008421489,0.022255807,0.235610405,0.095908357,0.002879385,0.442374828,0.185071417,0.006955997,0.002046521,0.002203889,0.001121624,0.005727212,0.004759076,0.024216066,0.007662481,0.050225977,0.019463265,0.001159927,1.828171546,1.22258547,0.469618267,1.36859767,0.355247011,0.711226306,0.769293758,0.389011443,0.088239956,0.828464032,21.23275549,2.495947854,0.898130894,2.924588199,0.096096985,2.003010032,0.086473325,2.148686018,4.438821144,0.201490173,3.994747297,1.406764823,0.306266578,1.501396666,0.623020989,1.63956774,2.424656964,0.007394514,0.016016129
S136,0.000737985,0.001117431,0.002117732,0.007352705,0.004400657,0.016063154,0.005098132,0.000218455,0.00019681,0.000125183,0.000789813,0.000436777,0.002187851,0.003591754,0.002456224,0.002083841,0.008449551,0.003799453,0.000441703,8.95E-05,0.000311331,0.030078532,0.011445025,0.017128045,0.103770766,0.106026698,0.001113522,0.449748188,0.118904772,0.017857938,0.002895119,0.003703963,0.001207709,0.000472456,0.004552218,0.002791882,0.003644264,0.022733913,0.015967335,0.069083997,0.027876346,0.002890724,0.000777213,0.000730632,0.00034266,0.004291316,0.003010006,0.188286471,0.002566738,0.002320237,0.007198373,0.002491662,0.013315001,0.020434095,0.018008669,0.006021501,0.000611057,0.002391351,0.030316979,0.000295998,0.00195766,0.004213698,0.002391351,0.030316979,0.01072037,0.00195766,0.004213698,0.008980114,0.006625994,0.003661393,0.002509755,0.006625994,0.00219365,0.00271408,0.009022841,0.003786822,0.008584448,0.003020121,0.001345734,0.004468242,0.002858966,0.001818531,0.006189028,0.004245589,0.001593715,0.115180549,0.010920256,0.031398693,0.227101538,0.107484172,0.001177441,0.467027619,0.206797687,0.006896204,0.001780589,0.001966315,0.001112464,0.007661805,0.006207919,0.022879108,0.013744877,0.044969204,0.020129267,0.001179878,1.380693154,0.760981563,0.381368197,0.887285527,0.218127852,0.5485877,0.881047624,0.569592675,0.048729774,0.759979241,37.97212079,4.066457773,1.668193761,5.074082359,0.240837986,2.038877573,0.219002346,3.404018092,8.772689981,0.141189674,5.450195993,1.432710112,0.59278901,2.752415659,0.593272504,2.826518485,5.573411499,0.018428392,0.03942674
S137,0.001109943,0.001888742,0.004467869,0.024505075,0.008461482,0.043020969,0.013426771,0.000221642,0.000625902,0.00025315,0.001464928,0.003225408,0.010284852,0.026158263,0.013864908,0.010716325,0.039088626,0.013491636,0.000829707,0.000214939,0.000468645,0.050025072,0.025094282,0.040810765,0.262275638,0.22299667,0.001367436,1.172519926,0.244963893,0.02441715,0.004468,0.006018759,0.002549643,0.000415006,0.003823164,0.002762386,0.005261362,0.047850349,0.035905983,0.151657814,0.038366397,0.004381843,0.000727468,0.001163876,0.000372252,0.005917592,0.002842176,0.190132933,0.002689501,0.000960448,0.015016144,0.001969068,0.01462757,0.028967825,0.014850013,0.00379423,0.000567772,0.001243897,0.023609036,0.000232339,0.003201291,0.005926,0.001243897,0.023609036,0.008530164,0.003201291,0.005926,0.007021211,0.004007846,0.002755994,0.001041529,0.004007846,0.002586203,0.003870528,0.015143419,0.00234788,0.011190313,0.005825856,0.001063339,0.005696011,0.006650685,0.00145779,0.010907061,0.003595159,0.001977938,0.076803181,0.01087941,0.021445934,0.354663976,0.106671962,0.001039131,0.525883221,0.185913902,0.007612096,0.001013538,0.002020948,0.001616942,0.007114641,0.002789772,0.041508182,0.010580576,0.069587612,0.021156878,0.000768486,1.361512789,0.473243002,0.313893549,0.873840682,0.311625952,0.658945147,0.597484525,0.600550064,0.057564929,0.721719372,26.69577219,2.130338184,1.506839215,6.336524927,0.135334385,2.714008687,0.077683816,7.966281698,7.929524017,0.101264269,5.745345866,1.204819805,0.34484332,2.97797715,0.682066637,2.699058747,2.77796076,0.024053496,0.054274355
S138,0.001391858,0.002013728,0.003467354,0.011655707,0.005699624,0.023725597,0.008784426,0.000357678,0.000399633,0.000368327,0.000774675,0.000729282,0.00253828,0.005528891,0.001720498,0.002861107,0.008297673,0.003415843,0.000383064,8.10E-05,0.000687237,0.037826099,0.019005116,0.018906466,0.145082878,0.107437944,0.001197402,0.426580851,0.138624642,0.018777646,0.00324245,0.003974752,0.002214794,0.000363501,0.003245343,0.002808622,0.004250732,0.020940813,0.020531347,0.070766603,0.03008283,0.002763913,0.00040057,0.000629227,0.000815133,0.008152994,0.003903568,0.225295728,0.003414804,0.004141645,0.009580466,0.002533268,0.015413044,0.025191737,0.011896068,0.004561123,0.000846937,0.002421118,0.018632565,0.001697467,0.002538279,0.006478376,0.002421118,0.018632565,0.009743999,0.002538279,0.006478376,0.005139213,0.004214121,0.00183907,0.002009449,0.004214121,0.001891972,0.003953726,0.00814059,0.003318244,0.008917595,0.003218171,0.003123265,0.005011895,0.00287261,0.002158544,0.00506224,0.001779458,0.000903977,0.117420275,0.010402409,0.029281274,0.209622657,0.076549639,0.001189647,0.344360911,0.170643329,0.005109735,0.002209753,0.001419839,0.000549438,0.003816416,0.004593897,0.016504424,0.008593263,0.03759585,0.022379674,0.000633654,0.973159379,0.884606826,0.631920513,1.148724074,0.451959663,1.328450805,1.13482765,0.504017955,0.045919017,0.513877641,33.21004739,2.772059251,2.1040026,5.11742448,0.234407325,1.810169711,0.10325985,4.41771247,9.091025318,0.119069891,3.339132076,1.306624277,0.533954502,3.978984549,0.871136975,2.855954046,3.367343042,0.044878336,0.14477233
S139,0.001658551,0.002763751,0.003542066,0.018338333,0.010295212,0.055589372,0.00811535,0.000232141,0.000527916,0.000145173,0.000655241,0.00145638,0.003505148,0.01280439,0.002331089,0.005837416,0.022686232,0.00667896,0.000580838,0.000140706,0.000488709,0.035452334,0.017467004,0.02089099,0.257858006,0.153104325,0.000880419,0.822830153,0.157530532,0.026460878,0.002755953,0.006446047,0.002476959,0.000277117,0.003565177,0.002560008,0.002762455,0.020397541,0.021749534,0.097499722,0.017237677,0.003484265,0.000446391,0.001085634,0.000368375,0.010230479,0.003812426,0.278630982,0.003087471,0.002303863,0.013350945,0.002362396,0.014785915,0.026575253,0.014495975,0.004634171,0.000912382,0.003311309,0.02664968,0.000909402,0.00337071,0.004325584,0.003311309,0.02664968,0.016509798,0.00337071,0.004325584,0.010113583,0.004637288,0.002723528,0.002625936,0.004637288,0.002364362,0.005043854,0.018413923,0.002754615,0.013682979,0.004260744,0.000907946,0.005474953,0.00461526,0.001090478,0.004418878,0.003446471,0.001046554,0.092259934,0.01154696,0.022520225,0.263490206,0.064374569,0.000341202,0.273897187,0.212389243,0.003221366,0.000337341,0.001270031,0.001064053,0.004783318,0.003662638,0.017989909,0.006747587,0.03236796,0.012093418,0.000678019,1.627968598,0.986902453,0.699759201,2.347075678,0.521836549,1.292251329,1.298586042,0.594311712,0.03929086,0.685160784,28.92443292,3.25654823,2.342107745,6.106845941,0.174138295,2.580898772,0.138103477,4.593193403,9.055683916,0.112359854,4.073734587,1.430192973,0.595301453,3.203942187,0.642494237,3.043961506,3.628313644,0.029633062,0.070953624
S140,0.00147697,0.006291817,0.012523914,0.025523761,0.011923409,0.044955982,0.013178079,0.000265446,0.000749086,0.000418245,0.000640891,0.004165295,0.010691751,0.015638424,0.010359426,0.007490194,0.01686466,0.00683547,0.000579678,0.000177845,0.000658757,0.043955064,0.032445134,0.056984922,0.259386732,0.217413123,0.001389624,0.689256568,0.204249263,0.024100927,0.004632122,0.006847225,0.002671872,0.000711498,0.005191098,0.006538217,0.006467077,0.042182246,0.04602792,0.127191833,0.029567765,0.005095798,0.001033332,0.001284247,0.000646883,0.007533944,0.004844633,0.181733023,0.003032025,0.004789544,0.024165146,0.003771208,0.037934712,0.038514697,0.016674714,0.005358851,0.001110908,0.002628533,0.028158024,0.002180702,0.001509214,0.004627067,0.002628533,0.028158024,0.0097905,0.001509214,0.004627067,0.00423169,0.002533189,0.00352096,0.002465754,0.002533189,0.003834114,0.004471825,0.021654082,0.005664039,0.018169842,0.004816667,0.002119081,0.005229412,0.005490013,0.002045791,0.008629503,0.00378361,0.001562452,0.140724713,0.017098592,0.026700177,0.363008633,0.13752144,0.001118681,0.453954404,0.282300611,0.007985297,0.001938873,0.00238046,0.002026635,0.008025195,0.005261555,0.044478817,0.012141602,0.06570026,0.029439806,0.001512636,2.084180407,2.255562163,0.945260132,1.673002675,0.558090479,0.687908707,1.108428098,0.679147481,0.138808877,0.895753022,31.59781244,4.535390859,2.199880284,5.820571348,0.225426242,3.931444189,0.131027919,5.474510861,8.114155745,0.265696129,7.820051768,2.631917661,0.575078863,3.726439364,1.157729364,3.010432757,4.510200342,0.106032413,0.207067505
S141,0.001115934,0.002721875,0.004141865,0.020536502,0.007816376,0.034288629,0.009111998,0.000146617,0.000356611,4.87E-05,0.000680897,0.000963713,0.003222285,0.011713611,0.002699028,0.005350319,0.01560664,0.005344803,0.000569929,0.000272572,0.000532114,0.037906935,0.024097146,0.024473664,0.182510647,0.20036552,0.001486748,0.746988065,0.145969118,0.02833274,0.004507354,0.005771578,0.001549537,0.000314801,0.003735994,0.003499187,0.002758756,0.037888324,0.028891364,0.1074788,0.013638715,0.004138241,0.000501865,0.000878505,0.00039525,0.007589129,0.003744012,0.16217393,0.002246148,0.002194504,0.007520268,0.002272439,0.015037575,0.020172986,0.016626121,0.006919074,0.00096479,0.0027282,0.039558083,0.002551082,0.002558496,0.008010407,0.0027282,0.039558083,0.010477495,0.002558496,0.008010407,0.011604579,0.004385368,0.002880745,0.001717403,0.004385368,0.002872062,0.003044096,0.013471159,0.00291489,0.012412791,0.004075164,0.001227466,0.001912315,0.004132325,0.002390841,0.005505892,0.002550209,0.001378469,0.082559348,0.011678083,0.023919002,0.201417218,0.093697701,0.000373983,0.29317676,0.169439718,0.006582847,0.002051928,0.001723478,0.000876281,0.00696402,0.003409683,0.02151025,0.011168489,0.053857022,0.013056727,0.001413525,1.554105365,1.265357529,0.671375936,1.8369696,0.620648106,1.109931709,1.043165054,0.689285671,0.078892535,0.840015262,30.33293321,3.958672344,2.37452872,6.69096832,0.178869088,4.349595048,0.224275453,7.742519355,8.824962626,0.17149732,6.318780193,2.380267004,0.585165838,3.00522522,0.585132824,3.57125705,3.264779344,0.01390062,0.038976505
S142,0.001177597,0.002365342,0.00486713,0.011403001,0.007110482,0.038680991,0.011289987,0.000217671,0.000636362,0.000272549,0.00093325,0.001937173,0.007304325,0.01744488,0.002490462,0.005649493,0.027132435,0.010446993,0.000591518,0.000238602,0.000812338,0.043673079,0.022055008,0.023547356,0.167765995,0.154352673,0.000953681,0.669442285,0.203992474,0.030684384,0.004766641,0.008184004,0.003623734,0.000475071,0.003231174,0.003194512,0.003788266,0.02130382,0.02365643,0.097235894,0.027152051,0.004340587,0.000568152,0.001321164,0.000516176,0.007763479,0.003803431,0.200334408,0.002565511,0.00212943,0.010230115,0.001128342,0.020104987,0.038247722,0.016295903,0.005261352,0.00018346,0.002336078,0.022668508,0.00046793,0.001019433,0.001827563,0.002336078,0.022668508,0.013868878,0.001019433,0.001827563,0.004405619,0.003174741,0.002835053,0.002397888,0.003174741,0.004124995,0.002535876,0.01415443,0.003133242,0.01318635,0.00431668,0.001875457,0.004632524,0.004005165,0.001908569,0.008462552,0.002328526,0.00108359,0.085270418,0.013930955,0.034756801,0.278982377,0.110348865,0.000162091,0.468278773,0.290621045,0.009102996,0.001678358,0.002116423,0.001914496,0.007438411,0.002791893,0.030656643,0.010982996,0.049046374,0.019063083,0.001998911,1.86858658,0.86941083,0.500593568,0.972535822,0.213911546,0.863127046,1.339499104,0.539962176,0.037706497,0.879795745,29.44143713,2.402252708,1.296899473,4.667745266,0.150832692,2.144703974,0.059021463,6.871943719,9.002441063,0.116214107,6.845144923,1.307553429,0.338518285,2.29643489,0.882027114,3.214226318,2.953285323,0.047020897,0.088119973
