ID,Cer d16:1/16:0,Cer d16:1/18:0,Cer d16:1/20:0,Cer d16:1/22:0,Cer d16:1/23:0,Cer d16:1/24:0,Cer d16:1/24:1,Cer d16:1/25:1,Cer d16:1/26:0,Cer d16:1/26:1,Cer d18:0/16:0,Cer d18:0/18:0,Cer d18:0/20:0,Cer d18:0/22:0,Cer d18:0/22:1,Cer d18:0/23:0,Cer d18:0/24:0,Cer d18:0/24:1,Cer d18:0/25:0,Cer d18:0/26:0,Cer d18:1/14:0,Cer d18:1/16:0,Cer d18:1/18:0,Cer d18:1/20:0,Cer d18:1/22:0,Cer d18:1/23:0,Cer d18:1/23:1,Cer d18:1/24:0,Cer d18:1/24:1,Cer d18:1/25:0,Cer d18:1/25:1,Cer d18:1/26:0,Cer d18:1/26:1,Cer d18:2/14:0,Cer d18:2/16:0,Cer d18:2/18:0,Cer d18:2/20:0,Cer d18:2/22:0,Cer d18:2/23:0,Cer d18:2/24:0,Cer d18:2/24:1,Cer d18:2/25:0,Cer d18:2/25:1,Cer d18:2/26:0,Cer d18:2/26:1,Hex2Cer d16:1/16:0,Hex2Cer d18:1/14:0,Hex2Cer d18:1/16:0,Hex2Cer d18:1/18:0,Hex2Cer d18:1/20:0,Hex2Cer d18:1/22:0,Hex2Cer d18:1/23:0,Hex2Cer d18:1/24:0,Hex2Cer d18:1/24:1,Hex2Cer d18:2/16:0,Hex2Cer d18:2/24:1,GM3 d16:1/14:0,GM3 d16:1/16:0,GM3 d16:1/18:0,GM3 d16:1/20:0,GM3 d16:1/22:0,GM3 d16:1/24:0,GM3 d18:1/14:0,GM3 d18:1/16:0,GM3 d18:1/18:0,GM3 d18:1/20:0,GM3 d18:1/22:0,GM3 d18:1/24:0,GM3 d18:1/24:1,GM3 d18:2/16:0,GM3 d18:2/18:0,GM3 d18:2/24:0,Hex1Cer d16:1/16:0,Hex1Cer d16:1/20:0,Hex1Cer d16:1/22:0,Hex1Cer d16:1/23:0,Hex1Cer d16:1/24:0,Hex1Cer d16:1/24:1,Hex1Cer d18:0/16:0,Hex1Cer d18:0/16:1,Hex1Cer d18:0/22:0,Hex1Cer d18:0/23:0,Hex1Cer d18:0/24:0,Hex1Cer d18:0/24:1,Hex1Cer d18:1/14:0,Hex1Cer d18:1/16:0,Hex1Cer d18:1/18:0,Hex1Cer d18:1/20:0,Hex1Cer d18:1/22:0,Hex1Cer d18:1/23:0,Hex1Cer d18:1/23:1,Hex1Cer d18:1/24:0,Hex1Cer d18:1/24:1,Hex1Cer d18:1/25:0,Hex1Cer d18:1/25:1,Hex1Cer d18:1/26:0,Hex1Cer d18:1/26:1,Hex1Cer d18:2/16:0,Hex1Cer d18:2/20:0,Hex1Cer d18:2/22:0,Hex1Cer d18:2/23:0,Hex1Cer d18:2/24:0,Hex1Cer d18:2/24:1,Hex1Cer d18:2/25:0,SM d16:1/16:0,SM d16:1/18:0,SM d16:1/20:0,SM d16:1/22:0,SM d16:1/23:0,SM d16:1/24:0,SM d16:1/24:1,SM d18:0/16:0,SM d18:1/12:0,SM d18:1/14:0,SM d18:1/16:0,SM d18:1/18:0,SM d18:1/20:0,SM d18:1/22:0,SM d18:1/22:1,SM d18:1/23:0,SM d18:1/23:1,SM d18:1/24:0,SM d18:1/24:1,SM d18:2/14:0,SM d18:2/16:0,SM d18:2/18:0,SM d18:2/20:0,SM d18:2/22:0,SM d18:2/23:0,SM d18:2/24:0,SM d18:2/24:1,Sph d18:0,Sph d18:1
S1325,0.001402095,0.002555364,0.006423804,0.030927486,0.016721487,0.060147142,0.017559311,0.00072809,0.000606421,0.000425696,0.000567642,0.001104774,0.003432321,0.011227369,0.00226756,0.00745496,0.019472786,0.008168431,0.000634001,0.00015623,0.000573813,0.046162333,0.024927861,0.043026985,0.316387361,0.282800724,0.002387034,0.997509385,0.321502572,0.041077073,0.007690832,0.007586068,0.004788787,0.000470052,0.005484181,0.003671538,0.004698889,0.047577308,0.043268133,0.161271881,0.065657579,0.005487652,0.001162573,0.001523007,0.001219879,0.008734882,0.006762121,0.18470661,0.005177019,0.003707218,0.013127163,0.005294388,0.019466968,0.031763147,0.022860329,0.00569071,0.002069204,0.005593721,0.054341439,0.001922826,0.00344442,0.004779904,0.005593721,0.054341439,0.015393136,0.00344442,0.004779904,0.013804467,0.007773792,0.006271214,0.004434037,0.007773792,0.004112327,0.006907952,0.025409811,0.006362496,0.015741267,0.007790948,0.001530776,0.007953066,0.006532539,0.002196106,0.006839654,0.005335099,0.002806468,0.089564851,0.015323312,0.056533973,0.332353079,0.123445461,0.001713446,0.388112115,0.385360208,0.007476997,0.002542292,0.001540977,0.001278577,0.006471621,0.009775656,0.039986304,0.021989234,0.059773712,0.036322458,0.001759872,2.939087913,1.342831043,0.818985614,2.198999361,0.538526626,1.048943345,1.370412137,0.650446046,0.100040804,1.34873851,39.9916232,3.578363674,2.568706174,6.944723592,0.308369195,3.832391934,0.154919646,4.56539322,11.16562033,0.316514596,9.693476646,2.218431839,0.962801787,3.858163684,1.553751249,3.851507038,4.621203299,0.019113921,0.035299578
S1326,0.001235769,0.001149129,0.005614914,0.023216143,0.015586941,0.069910785,0.012151149,0.00046269,0.000687957,0.000308389,0.000558086,0.000963042,0.005013923,0.012164516,0.005167578,0.005909674,0.023645911,0.005324504,0.000998906,0.000240592,0.000515398,0.039234255,0.019439098,0.022435332,0.208827267,0.208302107,0.000781251,0.790484146,0.154086996,0.043818763,0.004238047,0.008937575,0.001742767,0.001045835,0.005065602,0.002996704,0.004918115,0.045939316,0.038276387,0.154372009,0.040047572,0.0094448,0.001178985,0.002638807,0.000642607,0.00634056,0.005630506,0.234768565,0.003155638,0.003359933,0.017271425,0.00386461,0.02480045,0.028207214,0.018292162,0.004859236,0.001295937,0.00278035,0.025859757,0.000515564,0.002356669,0.008192853,0.00278035,0.025859757,0.013989128,0.002356669,0.008192853,0.007270089,0.004329728,0.004280683,0.003276615,0.004329728,0.003117325,0.003083913,0.017196267,0.007682893,0.025232367,0.004971951,0.002176136,0.0058537,0.006164738,0.002726406,0.010319067,0.005637344,0.002278993,0.11124803,0.013802222,0.039311004,0.42752319,0.137033193,0.002913587,0.536543993,0.278193778,0.011663112,0.001855864,0.00204141,0.002000399,0.007664041,0.008607672,0.055632594,0.019230703,0.110230417,0.028874272,0.002249946,1.971574319,0.563015493,0.701014717,1.552207137,0.515547631,0.777438441,1.00632222,0.705113002,0.140382979,0.998152007,30.56669232,2.589601984,1.385652405,5.525592766,0.246447971,2.771926433,0.088948974,4.93417984,7.821239669,0.268257336,8.643655503,2.650925307,0.794745939,3.458807411,1.562353935,4.242216654,4.831642777,0.020407938,0.055352933
S1327,0.00073031,0.001267072,0.004578066,0.008791591,0.006651845,0.024313995,0.00587449,0.000176151,0.00043054,0.00013495,0.00070371,0.001282224,0.005626775,0.009888594,0.004344391,0.004557932,0.015927012,0.004454375,0.000585438,0.000155889,0.000246326,0.038224158,0.028896134,0.027459311,0.194281905,0.116439688,0.001195536,0.708217844,0.178275767,0.030941551,0.005518168,0.005633581,0.002585442,0.000289235,0.004192203,0.003379637,0.00413691,0.035485957,0.029419791,0.133243959,0.021201193,0.005408332,0.000925131,0.001491973,0.000564141,0.004926776,0.004892223,0.273508931,0.00384361,0.001680787,0.005747629,0.003069303,0.012697261,0.035533756,0.018522149,0.003908074,0.00062395,0.00177384,0.033252874,0.00118319,0.000626662,0.003809747,0.00177384,0.033252874,0.019917371,0.000626662,0.003809747,0.009985333,0.00395441,0.00278314,0.003807507,0.00395441,0.002430672,0.001907391,0.009337303,0.00184944,0.007870013,0.00190343,0.001328414,0.004226303,0.005090353,0.001570057,0.005832759,0.003744565,0.000911246,0.120783132,0.009291046,0.023101872,0.273863931,0.119575096,0.001293692,0.368068044,0.198513378,0.006642215,0.002049585,0.002269555,0.001570956,0.005287065,0.006619172,0.018560248,0.014014392,0.057459267,0.023192761,0.001591816,1.310764122,0.701209126,0.407243553,1.144869106,0.363777131,0.833596825,0.678132809,0.658302286,0.050884595,0.919839328,28.1643873,3.254517791,2.208969193,4.593854236,0.139863338,2.054774777,0.131590692,4.24532435,10.09091378,0.169754452,6.961906682,2.043603867,0.573268723,3.161427843,1.212585446,2.707414047,5.365658577,0.014500421,0.03743914
S1328,0.00076745,0.001326577,0.004214579,0.013126139,0.006851826,0.02555113,0.008249712,0.00018617,0.000415755,0.000203309,0.00077345,0.003805544,0.010346444,0.020768716,0.012217431,0.007726448,0.032085308,0.013786171,0.000859892,0.000302526,0.000643715,0.034965679,0.032734695,0.040154805,0.204298215,0.161146672,0.001460219,0.626417092,0.214990894,0.024484064,0.00590076,0.005472348,0.00227306,0.000311995,0.002869188,0.002780008,0.006445855,0.038005513,0.026890852,0.091083691,0.047414651,0.004045109,0.001034848,0.001148759,0.000410737,0.003610442,0.002805952,0.205545449,0.002251636,0.002458518,0.013512155,0.001890261,0.013733088,0.029461824,0.014900241,0.003052815,0.000213631,0.001860552,0.02505509,0.00100508,0.002649567,0.003577201,0.001860552,0.02505509,0.009827226,0.002649567,0.003577201,0.005997405,0.003200941,0.003202595,0.002737025,0.003200941,0.001850679,0.002682344,0.005919193,0.001827366,0.010253525,0.00368253,0.001946234,0.002065008,0.003948064,0.002110922,0.007713835,0.004348559,0.001686838,0.13788802,0.015642954,0.033270937,0.247227839,0.114992043,0.00248433,0.52222541,0.305532186,0.008515311,0.002504829,0.00281808,0.001433924,0.005136245,0.004435066,0.023420777,0.011575969,0.052879092,0.02718466,0.00091288,0.838527255,0.867570428,0.262570322,0.641050203,0.104694513,0.615596236,0.528204846,0.467686951,0.00887607,0.494512081,24.41871775,2.996570636,1.369618203,5.783161404,0.104419274,1.727916492,0.111801971,3.774675028,7.306887694,0.112027717,4.67640087,1.911515661,0.343584987,2.067272809,0.700681927,2.154642357,3.259158317,0.036586321,0.095871679
S1329,0.001640411,0.001694954,0.003622428,0.01825506,0.010390873,0.035428831,0.008938723,0.000211852,0.000557114,0.000159635,0.001049397,0.002768885,0.003291353,0.016990274,0.004098648,0.009032555,0.026375785,0.009588823,0.000791731,0.000254146,0.000589943,0.085004387,0.028418434,0.036386603,0.207368013,0.182129994,0.001471951,0.85642758,0.180333727,0.0286868,0.004367808,0.007396612,0.002393925,0.000538166,0.003441988,0.003306861,0.003080973,0.030434725,0.032621303,0.11059765,0.024263731,0.004413759,0.000614444,0.001080871,0.00031969,0.008949877,0.002771492,0.174648687,0.005825343,0.002399864,0.020728279,0.006154674,0.030997219,0.027711969,0.021431205,0.007578212,0.000656455,0.003058301,0.036656242,0.000738871,0.002870098,0.003944669,0.003058301,0.036656242,0.010501307,0.002870098,0.003944669,0.00668532,0.003432634,0.003888793,0.00141926,0.003432634,0.004207098,0.0026259,0.022397403,0.003936491,0.017933945,0.006206406,0.002329466,0.003874441,0.006858059,0.003336446,0.00850197,0.006167029,0.001215799,0.110822972,0.016627521,0.028876772,0.357980645,0.121101765,0.00082026,0.467075608,0.331565046,0.008287407,0.002973398,0.003575912,0.003178179,0.009738786,0.004520037,0.046094962,0.013708921,0.067109685,0.040511887,0.001230859,2.430826119,1.211829819,0.450486757,1.722948933,0.622788942,0.819870674,1.323834403,0.562785671,0.068456251,0.809683052,37.10007092,4.177481004,2.389948551,8.50990915,0.232020074,4.121390455,0.191005235,6.683054488,9.451828847,0.20696442,8.610799205,1.932014679,0.302789265,4.299775139,1.44203977,3.084384933,3.582717306,0.032017829,0.064037132
S1330,0.00092963,0.00201404,0.005561171,0.025219577,0.007847644,0.037580081,0.009292901,0.000199477,0.000399725,0.000104102,0.000676384,0.002594555,0.008594702,0.010979992,0.012728955,0.003959736,0.016182671,0.008044939,0.000499267,9.32E-05,0.000571318,0.040298333,0.022559291,0.037468454,0.234622887,0.135789969,0.001265796,0.679073049,0.196609372,0.024301879,0.004824218,0.005867013,0.001905102,0.000397149,0.003831216,0.002902621,0.004752619,0.036302113,0.027955507,0.100892112,0.028968787,0.003770286,0.000917108,0.001072914,0.000267603,0.006144289,0.00526651,0.262936742,0.004019219,0.003799217,0.015327268,0.002613991,0.026896558,0.025343925,0.016148729,0.003861655,0.000589793,0.002761221,0.02409592,0.00068351,0.00196556,0.005682869,0.002761221,0.02409592,0.010595729,0.00196556,0.005682869,0.010450465,0.002821167,0.002938928,0.002645228,0.002821167,0.002982694,0.003300572,0.014368637,0.002429069,0.01681098,0.00478588,0.002559002,0.003256519,0.008406998,0.003033947,0.010572165,0.004902909,0.001434193,0.129426894,0.014307845,0.037119724,0.364740361,0.127724741,0.001933239,0.522438574,0.348081523,0.010674126,0.002847,0.003319085,0.001401239,0.006629688,0.00347259,0.02397655,0.012610943,0.060405246,0.020899668,0.001359368,1.18189747,0.768644133,0.29461302,0.891951205,0.290982008,0.43196491,0.31749531,0.47007023,0.033842283,0.58469763,26.50617455,2.395589152,1.398415367,4.756302427,0.129472913,2.085452257,0.130842205,4.829475575,8.309877658,0.12330171,4.530670333,1.30557989,0.389227375,2.101806001,0.575972122,2.03467132,2.401899809,0.043116972,0.107597597
S1331,0.001140371,0.003049064,0.006732761,0.015657193,0.013998335,0.041843225,0.011920764,0.000405949,0.00053884,0.000207566,0.000723827,0.002596589,0.006795484,0.012365245,0.008919902,0.006926408,0.021037213,0.008040316,0.000823808,0.000184957,0.000479592,0.036874627,0.03339936,0.035993887,0.271000866,0.185155051,0.00176633,0.88098866,0.24266265,0.035687988,0.005313863,0.007050233,0.0022271,0.000516465,0.003099181,0.00520346,0.006444384,0.047186203,0.034829739,0.10894397,0.033127974,0.00666013,0.00085737,0.001600605,0.000342195,0.008445316,0.003941502,0.129784271,0.003718956,0.003481067,0.015168851,0.003152067,0.020104179,0.018449441,0.013973886,0.003212471,0.000884778,0.002217399,0.037320451,0.000527999,0.002049069,0.007766588,0.002217399,0.037320451,0.015305885,0.002049069,0.007766588,0.010853501,0.003984253,0.003408894,0.002352371,0.003984253,0.00312352,0.003837822,0.015641009,0.005780308,0.016327015,0.006449473,0.003171974,0.002743416,0.003874072,0.002126605,0.007546231,0.003445353,0.002496472,0.133587897,0.017167891,0.02688163,0.396060499,0.156475221,0.001957066,0.440133432,0.238035655,0.00879513,0.002747175,0.00221036,0.00168205,0.011138601,0.005948574,0.033978202,0.016530891,0.082041289,0.018219997,0.000136925,2.084595226,1.277530298,0.545495872,1.765962547,0.929923597,1.336105921,0.936187203,0.481664316,0.073483227,0.999098756,30.38976157,4.702721059,2.254204824,6.084620767,0.168231626,2.776871715,0.166730308,6.850997335,9.014358856,0.22159448,8.025212242,2.637752018,0.741284662,3.365175824,1.648064339,3.033158379,2.84898469,0.028387816,0.056851692
S1332,0.00102692,0.001809374,0.004346417,0.017419752,0.006313612,0.02810626,0.009228033,0.000181065,0.000422744,0.000228566,0.000767038,0.001899977,0.004718218,0.010822202,0.004883177,0.004499409,0.012255267,0.005119464,0.000529979,0.000141173,0.000500502,0.031684429,0.024986462,0.029929738,0.160509031,0.158158627,0.001581898,0.514602414,0.175515704,0.02350561,0.002963854,0.004898352,0.001638697,0.000891023,0.004761007,0.00418924,0.005725583,0.039629927,0.033295207,0.109193516,0.034453387,0.004503342,0.001022257,0.001201698,0.000465623,0.011766261,0.006269596,0.213948543,0.001788154,0.003166894,0.008590089,0.002342279,0.014071852,0.026162547,0.026571292,0.005282419,0.001137276,0.002310758,0.031419464,0.000989319,0.001335751,0.002452728,0.002310758,0.031419464,0.009662951,0.001335751,0.002452728,0.004324013,0.002769297,0.004415802,0.002250474,0.002769297,0.003616029,0.002922845,0.01671016,0.005611589,0.016163667,0.006265661,0.00237988,0.004820818,0.005268021,0.002004981,0.006135363,0.006796632,0.002921936,0.09644147,0.012229686,0.052384463,0.334689196,0.115028583,0.001700561,0.460230898,0.28706762,0.006816948,0.003476508,0.002190369,0.001955491,0.012175816,0.007092137,0.049452368,0.018236432,0.083168781,0.039262567,0.001497878,1.469005601,1.093508871,0.453440788,1.284237785,0.31227054,0.53340911,1.271987274,0.658653424,0.090775072,0.794656718,32.98542307,3.640247478,2.284291067,5.992297767,0.222429513,3.191065231,0.124312944,4.258189893,8.584599017,0.234371531,8.863847049,2.698168186,0.637064908,3.560922632,1.265453736,3.229693664,4.409724324,0.119622967,0.237312452
S1333,0.001702336,0.002722621,0.005060696,0.019436886,0.010621571,0.062441545,0.014219611,0.000243874,0.000588786,0.000196176,0.000442485,0.001854174,0.004595081,0.017076793,0.002825367,0.005986842,0.020811208,0.005638866,0.000707002,0.000213282,0.000794081,0.040019708,0.028058684,0.023544767,0.290833542,0.174279788,0.001235563,0.989999373,0.164003883,0.027759263,0.004253684,0.005845495,0.001982991,0.000637259,0.00439132,0.002669819,0.001785362,0.039877811,0.028303783,0.120518942,0.026607155,0.004690965,0.000484092,0.00112015,0.000373929,0.008151529,0.003838225,0.230430308,0.002614224,0.002344366,0.018518612,0.002700677,0.017967546,0.031372702,0.012161631,0.00483908,0.001247161,0.003645029,0.042184385,0.000646969,0.002329747,0.009442057,0.003645029,0.042184385,0.014077401,0.002329747,0.009442057,0.013371141,0.003150245,0.004038158,0.00386917,0.003150245,0.00365169,0.003964096,0.026809769,0.007598901,0.025774026,0.003606017,0.002442086,0.006252238,0.005090431,0.003104894,0.00946667,0.004716138,0.001540425,0.109388078,0.016932145,0.030720722,0.461162674,0.137172401,0.001343158,0.52502343,0.226455382,0.007585202,0.002690683,0.002189811,0.001285678,0.007437778,0.004586278,0.052418374,0.013228853,0.061247798,0.018340181,0.001574607,2.644434045,1.006721748,0.510545176,1.651234938,0.355118515,1.313297479,0.78379605,0.595962874,0.064866207,0.981654911,32.246902,4.088213805,1.798380617,9.320043019,0.153247796,3.209117066,0.187165623,8.911105124,8.091033772,0.13406188,6.443001111,1.709776615,0.287139059,3.609162917,0.699662559,5.073692843,2.735939785,0.107789926,0.313312878
S1334,0.001214734,0.00520821,0.008337508,0.023035459,0.011775542,0.039605434,0.012149417,0.000250715,0.000291106,6.46E-05,0.000897862,0.002603601,0.005387851,0.008837105,0.007382989,0.004529439,0.016987817,0.006270688,0.000470163,0.000134363,0.000668939,0.051263995,0.050491134,0.048657097,0.229153878,0.169256058,0.001811702,0.82975519,0.21160757,0.024990547,0.004658934,0.007204058,0.002695693,0.000611131,0.006359941,0.006220926,0.007307302,0.039625539,0.023168912,0.142406633,0.031203617,0.00380022,0.000691753,0.001382077,0.000265178,0.006928578,0.003501148,0.25808512,0.004607225,0.00290981,0.018761708,0.003174155,0.021950808,0.025381049,0.01485711,0.002378491,0.000825316,0.001580122,0.026583892,0.001296835,0.002106704,0.002900015,0.001580122,0.026583892,0.016599106,0.002106704,0.002900015,0.0102529,0.00293627,0.003741549,0.001722828,0.00293627,0.002924521,0.002757753,0.008821132,0.003472962,0.007796957,0.005042276,0.001437347,0.004261431,0.005975363,0.001478402,0.007844791,0.00424186,0.001180997,0.107616848,0.011011921,0.038025368,0.400046023,0.091193857,0.001309483,0.512643598,0.344492733,0.00671427,0.001212829,0.00173314,0.001728737,0.006083425,0.005606791,0.025947513,0.013207184,0.04433886,0.022388874,0.000860387,1.574057923,1.386142638,0.580111579,1.723535191,0.201646156,1.100259097,1.243022106,0.534173835,0.051154777,0.77381178,32.27569571,4.979000835,2.415755227,4.713007501,0.259245619,4.534270528,0.114341269,7.417142914,12.21427213,0.155026856,5.746487377,2.91743094,0.720674085,4.258807412,1.159492465,3.454710339,2.988669301,0.092619689,0.20239185
S1335,0.001528198,0.001689578,0.005703746,0.021232716,0.011574335,0.037848781,0.01454009,0.000453764,0.000451573,0.000386757,0.00076331,0.000849369,0.003842125,0.004855513,0.00624444,0.003443527,0.011429717,0.003509418,0.000527132,0.000190153,0.000666161,0.046896183,0.03095001,0.034085137,0.26656705,0.18851712,0.002503017,0.798337637,0.26427076,0.033537151,0.005985203,0.006786497,0.003084888,0.00052852,0.005054072,0.004373548,0.005656352,0.052448408,0.04192719,0.146007141,0.050196853,0.006043658,0.00127517,0.001366666,0.000818854,0.006007158,0.003933868,0.210733753,0.004936298,0.001297892,0.012780661,0.00382197,0.017662667,0.024355332,0.017835775,0.005655442,0.000725366,0.003319016,0.045245041,0.001289425,0.002568065,0.008193808,0.003319016,0.045245041,0.013787164,0.002568065,0.008193808,0.015123031,0.005672105,0.005626446,0.00264055,0.005672105,0.004953326,0.002849086,0.018903516,0.004914768,0.01970683,0.006861568,0.002509754,0.008126542,0.006141166,0.003712417,0.00760535,0.00705752,0.001654363,0.153963138,0.018774577,0.040180836,0.393475333,0.140742409,0.002631722,0.518375038,0.367730261,0.009659629,0.004567387,0.002468135,0.002616425,0.012919652,0.008934089,0.037155052,0.021984105,0.096595573,0.02981717,0.002770077,1.892593111,0.878152149,0.490192069,1.865797602,0.49187389,0.557094351,1.096476051,0.6287133,0.058012519,0.741859146,37.60610565,3.90568994,2.143669133,6.668789607,0.250484568,3.150409249,0.177260387,5.591409826,11.46588422,0.162018603,6.681052644,2.067787254,0.542710494,3.053508755,1.556092658,2.834504522,4.642912186,0.014408226,0.050235335
S1336,0.001177211,0.00284512,0.007214389,0.016218039,0.00982764,0.037523747,0.009096389,0.000315075,0.000430366,0.000194114,0.000959306,0.001376956,0.004645528,0.006312127,0.004265446,0.003419489,0.012472607,0.005686184,0.000485637,9.33E-05,0.00051821,0.050250732,0.031085362,0.033964968,0.19813492,0.160071064,0.001361608,0.56685172,0.188987719,0.02435033,0.005211004,0.004528091,0.001485276,0.000705503,0.00338893,0.004811048,0.003702238,0.029018846,0.024634472,0.09300455,0.024061795,0.003164724,0.000634511,0.000754447,7.64E-05,0.008875152,0.005027999,0.220316362,0.002535148,0.002903448,0.009596667,0.001811394,0.009472048,0.026128258,0.016157369,0.006376424,0.0008474,0.003098763,0.026029999,0.000779033,0.003514467,0.005621152,0.003098763,0.026029999,0.008681689,0.003514467,0.005621152,0.007233481,0.004395943,0.002444951,0.003373541,0.004395943,0.002896646,0.002489501,0.008846982,0.003494948,0.009665147,0.004264706,0.001182902,0.006545333,0.005099351,0.001438989,0.005837056,0.00614729,0.001147247,0.102462288,0.01682455,0.021050755,0.230768086,0.100077136,0.00187645,0.412215436,0.196815914,0.004965584,0.002292964,0.001340474,0.000955551,0.006154915,0.005281205,0.027625212,0.008471367,0.03592093,0.016074119,0.001100851,1.524268085,1.096702974,0.685227784,1.504974383,0.406708159,0.859756646,1.13230643,0.630417824,0.054671903,0.673590448,30.85164103,3.11404921,2.663588778,5.454378496,0.179971987,2.55707831,0.185724999,4.610110041,12.33048905,0.16021267,4.937262464,2.19990266,0.615339559,2.984921141,0.977245153,2.11200192,4.188927163,0.028779741,0.06485608
S1337,0.002279304,0.004660122,0.019717863,0.073785318,0.022849549,0.114857248,0.031044477,0.000731088,0.000858006,0.000512,0.000881354,0.001929296,0.019957651,0.012686168,0.01730718,0.006659871,0.024919464,0.00522348,0.000568211,0.000162308,0.0006993,0.040026165,0.034537088,0.062469927,0.363843017,0.359702307,0.002505361,1.137084548,0.192652497,0.03307018,0.00638417,0.007703968,0.001850954,0.000783206,0.004187944,0.005752707,0.012588026,0.08486353,0.05292578,0.203826998,0.042611411,0.005758086,0.001449547,0.001374179,0.000481183,0.007434259,0.002959325,0.166351809,0.00282707,0.004152199,0.03562862,0.004606384,0.06244113,0.031202876,0.012432391,0.003210975,0.000651294,0.002466104,0.026299112,0.002670571,0.002245346,0.005064383,0.002466104,0.026299112,0.013212281,0.002245346,0.005064383,0.005536994,0.002910752,0.002683641,0.002318679,0.002910752,0.004118852,0.004009139,0.027247315,0.004412936,0.020187965,0.004648027,0.001235192,0.003191715,0.004962151,0.002129167,0.005506003,0.002086871,0.001341729,0.063885578,0.010678978,0.024670269,0.195838115,0.095877486,0.000969287,0.27154128,0.152538142,0.005264941,0.001022049,0.001355488,0.001136254,0.006855074,0.001794484,0.028053072,0.010526129,0.051362033,0.012236449,0.001302549,2.962902141,2.041134714,0.900523186,2.052911786,1.119241326,1.824606811,1.188431744,0.54323696,0.064264646,0.802903793,30.28429485,3.258094434,1.810419501,7.792637617,0.203711986,3.674443866,0.115006627,5.294708628,9.780348341,0.23801573,7.83903452,1.863759525,0.585546679,3.13692515,1.806086311,4.244259459,2.497161662,0.089304406,0.266179809
S1338,0.001162795,0.001210969,0.002031351,0.007433156,0.004398953,0.022843882,0.004454967,0.000125443,0.000283904,6.75E-05,0.000767624,0.000424082,0.001154811,0.003892337,0.001139172,0.001313028,0.007199784,0.001401566,0.000236342,7.13E-05,0.000336963,0.028528706,0.007283083,0.009675193,0.123968433,0.066445873,0.000407733,0.435361401,0.078824242,0.009389497,0.001717352,0.003365411,0.000824571,0.000325798,0.002438763,0.001119417,0.001325702,0.015224793,0.00835833,0.039533843,0.007399351,0.001357045,0.000136767,0.000460863,0.000169529,0.003861011,0.003238292,0.104988065,0.001888976,0.001008072,0.006411536,0.001564973,0.007741413,0.011154374,0.005839035,0.001421897,0.00069318,0.002542059,0.02175568,0.000315064,0.002216402,0.003661533,0.002542059,0.02175568,0.004279204,0.002216402,0.003661533,0.00359375,0.001187096,0.001344752,0.000820534,0.001187096,0.001539078,0.001299142,0.008979125,0.003760503,0.008005568,0.000581677,0.001565974,0.001985196,0.0035993,0.001045933,0.002448543,0.001875402,0.000677721,0.067257826,0.004641026,0.014049718,0.151051719,0.049576153,0.001477905,0.250151709,0.090861488,0.004414098,0.001430318,0.001067617,0.000185967,0.002031878,0.002863199,0.016495541,0.004497178,0.025975238,0.0056703,0.000501318,1.637046031,0.608293293,0.613509363,1.628365161,0.270809723,1.04353871,0.675198375,0.556359145,0.06087827,0.80834746,30.98532886,1.889407699,1.022837685,4.657568365,0.146401858,1.698523869,0.094004422,3.170759023,5.37112103,0.101253571,2.45192897,0.888865264,0.27007979,2.42129376,0.404420932,1.882651841,3.465630743,0.009049935,0.016952199
S1339,0.001865131,0.002488336,0.007066602,0.024682255,0.016128236,0.079785545,0.014079693,0.000534303,0.001105228,0.000113964,0.000894453,0.00097953,0.004885797,0.012582332,0.004041454,0.004605188,0.018167132,0.005221118,0.000747493,0.00019962,0.000298819,0.031524881,0.014260797,0.026394715,0.194104774,0.140578945,0.001033779,0.645152457,0.142658638,0.028345686,0.004137026,0.007314985,0.001888281,0.000691915,0.004079181,0.00281342,0.0031794,0.041379639,0.037515502,0.132192967,0.024464975,0.004820748,0.000581126,0.001910057,0.000462123,0.010526488,0.005407326,0.195286456,0.003348313,0.001863118,0.010273451,0.003140353,0.012211334,0.020948619,0.014493638,0.003275405,0.000850718,0.003185938,0.027237838,0.001110665,0.002183484,0.007034386,0.003185938,0.027237838,0.009864217,0.002183484,0.007034386,0.004117443,0.005605114,0.003301725,0.002035082,0.005605114,0.007124804,0.005350672,0.024170272,0.005533082,0.021926608,0.004164752,0.001270446,0.00643631,0.007733192,0.001883257,0.006324552,0.002511423,0.00208029,0.093668183,0.010399175,0.027575662,0.343174385,0.109593803,0.001413632,0.388526215,0.23371314,0.006443838,0.00243708,0.002034528,0.001103929,0.007106868,0.004663116,0.026059719,0.015907867,0.048062884,0.014928772,0.00177283,2.389749371,1.086422082,0.786401107,2.300749954,0.582629409,1.65875126,1.48273006,0.430849115,0.054659267,0.645627173,27.54099,2.248533072,1.603184385,5.320522388,0.179299256,2.318830042,0.126828709,5.066376343,6.553222083,0.145629372,4.276328954,1.233390018,0.614973657,3.876283882,1.032812071,2.821485245,2.994728641,0.015731079,0.036543905
